Specimen Collection Date,New Cases,Cumulative Cases,Data As Of,Data Loaded At
11/27/2020 12:00:00 AM,126,15793,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/30/2020 12:00:00 AM,270,16299,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/03/2020 12:00:00 AM,288,17191,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/06/2020 12:00:00 AM,115,17686,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/09/2020 12:00:00 AM,309,18630,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/12/2020 12:00:00 AM,202,19465,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/15/2020 12:00:00 AM,383,20346,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/18/2020 12:00:00 AM,298,21297,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/21/2020 12:00:00 AM,326,21854,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/24/2020 12:00:00 AM,231,22709,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/27/2020 12:00:00 AM,151,23151,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/30/2020 12:00:00 AM,376,24364,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/02/2021 12:00:00 AM,240,24946,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/05/2021 12:00:00 AM,445,26122,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/08/2021 12:00:00 AM,362,27318,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/11/2021 12:00:00 AM,424,28081,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/14/2021 12:00:00 AM,318,29005,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/17/2021 12:00:00 AM,114,29574,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/20/2021 12:00:00 AM,225,30193,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/23/2021 12:00:00 AM,108,30724,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/26/2021 12:00:00 AM,146,31157,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/29/2021 12:00:00 AM,143,31593,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/01/2021 12:00:00 AM,173,31996,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/04/2021 12:00:00 AM,173,32498,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/07/2021 12:00:00 AM,66,32796,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/10/2021 12:00:00 AM,110,33135,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/13/2021 12:00:00 AM,46,33382,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/16/2021 12:00:00 AM,85,33579,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/19/2021 12:00:00 AM,59,33809,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/22/2021 12:00:00 AM,84,33975,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/25/2021 12:00:00 AM,58,34162,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/28/2021 12:00:00 AM,28,34260,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/03/2021 12:00:00 AM,41,34390,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/06/2021 12:00:00 AM,28,34488,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/09/2021 12:00:00 AM,36,34582,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/12/2021 12:00:00 AM,47,34700,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/15/2021 12:00:00 AM,41,34776,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/18/2021 12:00:00 AM,28,34863,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/21/2021 12:00:00 AM,18,34964,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/24/2021 12:00:00 AM,52,35095,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/27/2021 12:00:00 AM,24,35205,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/30/2021 12:00:00 AM,30,35305,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/02/2021 12:00:00 AM,24,35430,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/05/2021 12:00:00 AM,60,35525,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/08/2021 12:00:00 AM,38,35646,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/11/2021 12:00:00 AM,15,35723,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/14/2021 12:00:00 AM,42,35842,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/17/2021 12:00:00 AM,27,35947,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/20/2021 12:00:00 AM,38,36031,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/23/2021 12:00:00 AM,24,36104,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/26/2021 12:00:00 AM,40,36175,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/29/2021 12:00:00 AM,35,36262,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/02/2021 12:00:00 AM,10,36322,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/05/2021 12:00:00 AM,22,36398,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/08/2021 12:00:00 AM,15,36454,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/11/2021 12:00:00 AM,23,36507,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/14/2021 12:00:00 AM,19,36566,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/17/2021 12:00:00 AM,21,36605,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/20/2021 12:00:00 AM,21,36668,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/23/2021 12:00:00 AM,5,36691,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/26/2021 12:00:00 AM,19,36745,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/29/2021 12:00:00 AM,7,36774,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/01/2021 12:00:00 AM,25,36822,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/04/2021 12:00:00 AM,10,36871,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/07/2021 12:00:00 AM,13,36896,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/10/2021 12:00:00 AM,16,36936,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/13/2021 12:00:00 AM,4,36958,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/16/2021 12:00:00 AM,13,36994,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/19/2021 12:00:00 AM,2,37024,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/22/2021 12:00:00 AM,13,37066,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/25/2021 12:00:00 AM,11,37111,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/28/2021 12:00:00 AM,32,37167,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/01/2021 12:00:00 AM,44,37293,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/04/2021 12:00:00 AM,15,37377,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/07/2021 12:00:00 AM,86,37549,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/10/2021 12:00:00 AM,67,37806,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/13/2021 12:00:00 AM,119,38092,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/16/2021 12:00:00 AM,132,38531,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/19/2021 12:00:00 AM,194,38902,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/22/2021 12:00:00 AM,236,39628,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/25/2021 12:00:00 AM,109,40118,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/28/2021 12:00:00 AM,403,41154,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/31/2021 12:00:00 AM,210,42078,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/03/2021 12:00:00 AM,341,42920,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/06/2021 12:00:00 AM,249,43796,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/09/2021 12:00:00 AM,281,44372,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/12/2021 12:00:00 AM,242,45137,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/15/2021 12:00:00 AM,109,45579,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/18/2021 12:00:00 AM,205,46248,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/21/2021 12:00:00 AM,84,46705,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/24/2021 12:00:00 AM,158,47129,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/27/2021 12:00:00 AM,131,47621,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/30/2021 12:00:00 AM,139,47901,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/02/2021 12:00:00 AM,110,48305,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/05/2021 12:00:00 AM,60,48541,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/08/2021 12:00:00 AM,145,48901,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/11/2021 12:00:00 AM,73,49246,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/14/2021 12:00:00 AM,130,49541,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/17/2021 12:00:00 AM,100,49896,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/20/2021 12:00:00 AM,93,50119,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/23/2021 12:00:00 AM,94,50414,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/26/2021 12:00:00 AM,41,50582,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/29/2021 12:00:00 AM,115,50890,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/02/2021 12:00:00 AM,40,51138,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/05/2021 12:00:00 AM,86,51351,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/08/2021 12:00:00 AM,63,51600,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/11/2021 12:00:00 AM,59,51725,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/14/2021 12:00:00 AM,49,51921,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/17/2021 12:00:00 AM,23,52038,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/20/2021 12:00:00 AM,85,52261,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/23/2021 12:00:00 AM,37,52406,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/26/2021 12:00:00 AM,61,52541,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/29/2021 12:00:00 AM,50,52748,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/01/2021 12:00:00 AM,69,52881,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/04/2021 12:00:00 AM,104,53189,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/07/2021 12:00:00 AM,39,53397,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/10/2021 12:00:00 AM,72,53606,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/13/2021 12:00:00 AM,32,53782,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/16/2021 12:00:00 AM,77,53951,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/19/2021 12:00:00 AM,52,54150,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/22/2021 12:00:00 AM,65,54290,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/25/2021 12:00:00 AM,13,54438,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/28/2021 12:00:00 AM,31,54553,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/01/2021 12:00:00 AM,111,54866,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/04/2021 12:00:00 AM,54,55096,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/07/2021 12:00:00 AM,102,55339,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/10/2021 12:00:00 AM,83,55639,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/13/2021 12:00:00 AM,125,55883,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/16/2021 12:00:00 AM,311,56719,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/19/2021 12:00:00 AM,219,57522,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/22/2021 12:00:00 AM,1042,60083,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/25/2021 12:00:00 AM,120,61864,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/28/2021 12:00:00 AM,1889,66219,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/31/2021 12:00:00 AM,1050,70972,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/03/2022 12:00:00 AM,2777,75081,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/06/2022 12:00:00 AM,2885,84173,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/09/2022 12:00:00 AM,1130,89089,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/12/2022 12:00:00 AM,2426,94999,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/15/2022 12:00:00 AM,1156,100108,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/18/2022 12:00:00 AM,1741,104295,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/21/2022 12:00:00 AM,1233,108648,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/24/2022 12:00:00 AM,1105,111049,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/27/2022 12:00:00 AM,768,113685,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/30/2022 12:00:00 AM,235,114893,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/02/2022 12:00:00 AM,491,116428,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/05/2022 12:00:00 AM,229,117430,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/08/2022 12:00:00 AM,357,118367,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/11/2022 12:00:00 AM,224,119213,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/14/2022 12:00:00 AM,248,119681,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/17/2022 12:00:00 AM,204,120275,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/20/2022 12:00:00 AM,70,120580,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/23/2022 12:00:00 AM,122,121012,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/26/2022 12:00:00 AM,73,121364,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/01/2022 12:00:00 AM,132,121681,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/04/2022 12:00:00 AM,87,121989,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/07/2022 12:00:00 AM,81,122188,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/10/2022 12:00:00 AM,104,122459,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/13/2022 12:00:00 AM,42,122639,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/16/2022 12:00:00 AM,73,122918,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/03/2020 12:00:00 AM,2,2,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/06/2020 12:00:00 AM,0,8,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/09/2020 12:00:00 AM,0,14,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/12/2020 12:00:00 AM,9,38,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/15/2020 12:00:00 AM,11,75,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/18/2020 12:00:00 AM,22,165,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/21/2020 12:00:00 AM,17,236,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/24/2020 12:00:00 AM,41,336,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/27/2020 12:00:00 AM,33,456,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/30/2020 12:00:00 AM,43,530,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/02/2020 12:00:00 AM,38,663,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/05/2020 12:00:00 AM,35,739,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/08/2020 12:00:00 AM,66,914,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/11/2020 12:00:00 AM,23,1041,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/14/2020 12:00:00 AM,46,1138,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/17/2020 12:00:00 AM,40,1261,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/20/2020 12:00:00 AM,37,1346,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/23/2020 12:00:00 AM,46,1454,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/26/2020 12:00:00 AM,32,1572,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/29/2020 12:00:00 AM,49,1730,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/02/2020 12:00:00 AM,46,1849,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/05/2020 12:00:00 AM,44,1948,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/08/2020 12:00:00 AM,27,2043,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/11/2020 12:00:00 AM,27,2082,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/14/2020 12:00:00 AM,36,2204,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/17/2020 12:00:00 AM,10,2257,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/20/2020 12:00:00 AM,42,2375,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/23/2020 12:00:00 AM,17,2451,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/26/2020 12:00:00 AM,47,2518,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/29/2020 12:00:00 AM,32,2609,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/01/2020 12:00:00 AM,38,2695,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/04/2020 12:00:00 AM,38,2805,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/07/2020 12:00:00 AM,17,2866,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/10/2020 12:00:00 AM,19,2953,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/13/2020 12:00:00 AM,20,3023,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/16/2020 12:00:00 AM,48,3121,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/19/2020 12:00:00 AM,44,3259,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/22/2020 12:00:00 AM,105,3437,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/25/2020 12:00:00 AM,66,3643,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/28/2020 12:00:00 AM,36,3799,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/01/2020 12:00:00 AM,80,4050,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/04/2020 12:00:00 AM,27,4260,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/07/2020 12:00:00 AM,100,4497,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/10/2020 12:00:00 AM,127,4843,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/13/2020 12:00:00 AM,139,5116,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/16/2020 12:00:00 AM,145,5576,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/19/2020 12:00:00 AM,74,5883,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/22/2020 12:00:00 AM,128,6285,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/25/2020 12:00:00 AM,77,6605,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/28/2020 12:00:00 AM,96,6855,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/31/2020 12:00:00 AM,115,7233,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/03/2020 12:00:00 AM,103,7447,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/06/2020 12:00:00 AM,101,7764,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/09/2020 12:00:00 AM,60,8014,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/12/2020 12:00:00 AM,132,8355,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/15/2020 12:00:00 AM,66,8631,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/18/2020 12:00:00 AM,81,8829,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/21/2020 12:00:00 AM,77,9088,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/24/2020 12:00:00 AM,92,9264,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/27/2020 12:00:00 AM,100,9533,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/30/2020 12:00:00 AM,33,9678,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/02/2020 12:00:00 AM,83,9928,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/05/2020 12:00:00 AM,37,10135,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/08/2020 12:00:00 AM,68,10277,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/11/2020 12:00:00 AM,91,10490,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/14/2020 12:00:00 AM,95,10650,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/17/2020 12:00:00 AM,52,10857,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/20/2020 12:00:00 AM,18,11001,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/23/2020 12:00:00 AM,66,11172,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/26/2020 12:00:00 AM,20,11320,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/29/2020 12:00:00 AM,44,11445,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/02/2020 12:00:00 AM,23,11560,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/05/2020 12:00:00 AM,25,11618,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/08/2020 12:00:00 AM,38,11728,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/11/2020 12:00:00 AM,16,11799,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/14/2020 12:00:00 AM,32,11908,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/17/2020 12:00:00 AM,23,12011,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/20/2020 12:00:00 AM,42,12102,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/23/2020 12:00:00 AM,53,12240,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/26/2020 12:00:00 AM,49,12356,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/29/2020 12:00:00 AM,50,12544,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/01/2020 12:00:00 AM,34,12686,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/04/2020 12:00:00 AM,125,13006,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/07/2020 12:00:00 AM,66,13306,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/10/2020 12:00:00 AM,114,13577,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/13/2020 12:00:00 AM,108,13936,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/16/2020 12:00:00 AM,169,14243,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/19/2020 12:00:00 AM,170,14738,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/22/2020 12:00:00 AM,81,15077,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/25/2020 12:00:00 AM,163,15613,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/28/2020 12:00:00 AM,105,15898,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/01/2020 12:00:00 AM,305,16604,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/04/2020 12:00:00 AM,236,17427,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/07/2020 12:00:00 AM,324,18010,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/10/2020 12:00:00 AM,318,18948,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/13/2020 12:00:00 AM,127,19592,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/16/2020 12:00:00 AM,344,20690,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/19/2020 12:00:00 AM,127,21424,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/22/2020 12:00:00 AM,333,22187,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/25/2020 12:00:00 AM,70,22779,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/28/2020 12:00:00 AM,398,23549,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/31/2020 12:00:00 AM,276,24640,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/03/2021 12:00:00 AM,172,25118,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/06/2021 12:00:00 AM,391,26513,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
